class,_RMSenergy_Mean,_Lowenergy_Mean,_Fluctuation_Mean,_Tempo_Mean,_MFCC_Mean_1,_MFCC_Mean_2,_MFCC_Mean_3,_MFCC_Mean_4,_MFCC_Mean_5,_MFCC_Mean_6,_MFCC_Mean_7,_MFCC_Mean_8,_MFCC_Mean_9,_MFCC_Mean_10,_MFCC_Mean_11,_MFCC_Mean_12,_MFCC_Mean_13,_Roughness_Mean,_Roughness_Slope,_Zero-crossingrate_Mean,_AttackTime_Mean,_AttackTime_Slope,_Rolloff_Mean,_Eventdensity_Mean,_Pulseclarity_Mean,_Brightness_Mean,_Spectralcentroid_Mean,_Spectralspread_Mean,_Spectralskewness_Mean,_Spectralkurtosis_Mean,_Spectralflatness_Mean,_EntropyofSpectrum_Mean,_Chromagram_Mean_1,_Chromagram_Mean_2,_Chromagram_Mean_3,_Chromagram_Mean_4,_Chromagram_Mean_5,_Chromagram_Mean_6,_Chromagram_Mean_7,_Chromagram_Mean_8,_Chromagram_Mean_9,_Chromagram_Mean_10,_Chromagram_Mean_11,_Chromagram_Mean_12,_HarmonicChangeDetectionFunction_Mean,_HarmonicChangeDetectionFunction_Std,_HarmonicChangeDetectionFunction_Slope,_HarmonicChangeDetectionFunction_PeriodFreq,_HarmonicChangeDetectionFunction_PeriodAmp,_HarmonicChangeDetectionFunction_PeriodEntropy
4,0.073,0.552,5.931,158.01,3.0,-0.584,0.758,-0.047,0.227,0.113,0.123,0.174,0.061,0.131,0.123,0.002,0.046,151.496,-0.008,493.825,0.021,0.184,2784.975,1.437,0.416,0.316,1379.144,1716.055,2.248,9.555,0.013,0.839,0.582,0.005,0.413,0.013,0.596,0.0,0.006,0.026,0.037,1.0,0.023,0.483,0.259,0.178,-0.01,1.346,0.781,0.964
4,0.162,0.484,4.84,108.372,2.289,0.127,0.636,-0.047,0.301,0.097,0.172,0.108,0.15,0.05,0.046,0.087,0.134,664.148,-0.267,734.461,0.019,0.137,4711.944,4.444,0.205,0.414,2242.302,2921.585,1.987,6.882,0.039,0.875,0.078,0.091,1.0,0.071,0.113,0.494,0.002,0.206,0.074,0.241,0.033,0.038,0.204,0.131,-0.225,0.449,0.751,0.966
4,0.182,0.594,5.782,115.081,1.778,-0.101,0.338,0.129,0.47,0.09,0.101,0.116,0.173,0.062,0.099,0.051,0.049,246.988,-0.111,279.531,0.022,-0.001,6876.62,6.114,0.756,0.457,2891.66,3781.023,1.576,4.615,0.073,0.871,0.235,0.225,0.161,0.215,0.351,0.165,0.118,0.13,0.509,1.0,0.381,0.365,0.264,0.112,0.095,1.922,0.848,0.97
4,0.174,0.519,5.133,95.038,3.261,0.406,0.423,-0.051,0.062,-0.083,0.191,0.096,0.044,-0.041,-0.006,0.037,0.089,863.13,-0.095,388.493,0.019,-0.054,2623.118,5.413,0.362,0.225,1330.367,2268.062,2.964,12.902,0.032,0.812,1.0,0.036,0.288,0.403,0.039,0.007,0.011,0.336,0.372,0.04,0.085,0.004,0.437,0.152,0.035,3.364,0.908,0.968
4,0.049,0.581,4.841,148.824,1.616,0.27,0.518,0.089,0.144,0.011,0.132,0.027,0.018,-0.011,-0.016,-0.056,-0.028,72.402,0.211,1462.66,0.023,0.044,7351.402,1.838,0.053,0.559,3343.506,3606.668,1.272,3.86,0.074,0.915,0.436,0.464,0.366,0.349,0.381,0.16,0.227,0.546,0.875,1.0,0.632,0.296,0.254,0.101,-0.256,2.691,0.875,0.966
4,0.135,0.486,4.955,92.09,1.473,0.318,0.537,0.129,0.468,-0.166,0.105,0.054,-0.018,-0.0,0.077,0.019,0.079,466.87,0.157,1179.299,0.022,-0.09,7006.072,3.976,0.137,0.528,3167.349,3659.508,1.39,4.223,0.051,0.892,0.029,0.004,0.002,0.005,0.125,0.0,0.0,1.0,0.668,0.671,0.051,0.077,0.268,0.143,-0.156,1.682,0.793,0.97
4,0.144,0.643,5.955,157.85,3.353,0.776,0.439,-0.33,0.055,-0.048,0.141,0.226,0.27,0.176,0.081,0.228,-0.025,210.928,0.327,416.949,0.026,-0.109,2537.322,2.406,0.392,0.194,1259.463,2078.829,2.757,11.026,0.025,0.793,0.0,0.01,1.0,0.003,0.025,0.72,0.001,0.0,0.012,0.177,0.007,0.0,0.231,0.142,0.111,4.486,0.75,0.974
4,0.062,0.635,4.527,107.007,0.323,0.048,0.478,0.029,0.236,0.117,0.033,-0.04,-0.04,0.018,0.067,0.075,0.09,99.633,-0.08,2264.173,0.057,0.247,9761.649,1.804,0.354,0.737,4748.898,4104.304,0.834,2.783,0.091,0.93,0.289,0.451,0.263,0.492,0.579,0.406,0.066,0.256,1.0,0.947,0.713,0.481,0.279,0.11,-0.033,1.682,0.87,0.969
4,0.201,0.515,6.586,120.389,2.482,0.181,0.64,0.221,0.087,0.235,0.128,0.123,-0.026,0.07,-0.044,0.085,0.039,1256.1,0.078,808.772,0.023,0.094,9207.0,3.876,0.269,0.477,3274.785,3802.078,0.981,2.42,0.022,0.887,0.307,0.121,1.0,0.117,0.016,0.015,0.102,0.086,0.115,0.791,0.139,0.03,0.316,0.136,0.122,2.691,0.865,0.969
4,0.201,0.515,6.586,120.389,2.482,0.181,0.64,0.221,0.087,0.235,0.128,0.123,-0.026,0.07,-0.044,0.085,0.039,1256.1,0.078,808.772,0.023,0.094,9207.0,3.876,0.269,0.477,3274.785,3802.078,0.981,2.42,0.022,0.887,0.307,0.121,1.0,0.117,0.016,0.015,0.102,0.086,0.115,0.791,0.139,0.03,0.316,0.136,0.122,2.691,0.865,0.969
4,0.145,0.577,5.554,118.945,2.546,0.296,0.652,0.277,0.33,0.107,0.128,0.087,0.034,0.019,0.019,0.053,0.076,431.592,-0.104,452.598,0.02,-0.066,4693.671,3.341,0.089,0.347,2070.201,3075.972,2.102,7.062,0.051,0.851,0.049,0.07,0.174,0.044,0.022,0.059,0.162,1.0,0.269,0.276,0.178,0.122,0.336,0.116,-0.031,2.691,0.898,0.967
4,0.216,0.598,6.516,179.463,1.461,-0.105,0.794,-0.223,-0.065,-0.057,0.077,-0.081,-0.114,0.038,-0.079,-0.023,-0.026,458.392,-0.005,1025.664,0.025,0.15,7467.353,3.308,0.117,0.57,3333.619,3747.82,1.38,3.992,0.058,0.896,0.295,0.256,0.224,0.013,0.267,0.013,0.446,0.187,0.294,0.357,0.617,1.0,0.345,0.197,-0.037,2.243,0.816,0.964
4,0.108,0.513,7.31,144.728,3.236,0.44,0.528,0.087,0.277,0.145,0.217,0.002,0.086,0.044,0.039,-0.006,-0.008,326.835,-0.011,336.909,0.025,0.099,2298.543,2.94,0.257,0.199,1153.246,1982.619,2.754,10.985,0.014,0.814,0.723,0.433,0.141,0.2,0.134,0.022,0.108,0.584,1.0,0.701,0.434,0.237,0.37,0.179,0.025,1.495,0.831,0.967
4,0.215,0.489,6.177,100.051,2.124,-0.314,0.851,-0.216,0.3,0.147,0.295,-0.133,-0.232,-0.039,0.067,0.052,0.09,1451.29,0.227,795.219,0.019,-0.063,4323.421,4.31,0.441,0.473,2361.988,2879.827,2.169,8.065,0.052,0.877,0.286,0.205,0.159,0.058,0.932,0.071,0.065,0.055,0.081,0.295,0.207,1.0,0.275,0.128,0.109,0.641,0.822,0.963
4,0.115,0.587,4.305,54.903,3.92,-0.488,0.785,0.296,0.375,0.007,0.074,0.096,-0.028,-0.068,0.06,-0.066,0.04,283.025,-0.157,496.889,0.033,0.277,1870.466,1.504,0.161,0.206,1071.735,1735.01,4.156,25.627,0.025,0.805,0.444,0.006,0.618,0.0,0.0,1.0,0.0,0.006,0.005,0.04,0.546,0.0,0.263,0.189,-0.055,2.691,0.728,0.961
4,0.092,0.578,3.987,108.148,2.854,-0.092,1.248,-0.116,0.73,0.196,0.254,0.017,0.083,-0.059,0.234,0.016,0.106,202.549,0.024,375.006,0.021,0.214,2513.013,2.573,0.356,0.236,993.92,1355.48,2.162,11.657,0.006,0.811,0.488,0.364,1.0,0.314,0.337,0.724,0.214,0.223,0.411,0.518,0.227,0.219,0.29,0.132,-0.077,1.922,0.812,0.968
4,0.103,0.571,7.679,110.098,1.876,-0.105,-0.129,-0.087,0.235,-0.125,-0.048,-0.021,0.212,0.286,-0.023,0.168,0.055,291.883,0.068,1749.418,0.038,0.06,8532.195,2.773,0.254,0.592,3814.052,3802.133,1.192,3.497,0.062,0.923,0.325,0.184,0.737,0.717,0.201,0.21,0.13,1.0,0.261,0.102,0.191,0.06,0.332,0.209,0.127,1.682,0.764,0.957
4,0.201,0.53,5.831,118.455,2.797,-0.386,0.587,-0.105,0.284,0.013,-0.019,0.108,0.159,0.197,0.087,-0.238,-0.171,1228.459,0.11,875.741,0.022,0.017,3718.767,2.974,0.135,0.384,2069.118,2817.75,2.557,9.89,0.039,0.867,0.282,0.147,0.371,0.11,0.124,0.08,0.007,1.0,0.283,0.003,0.006,0.062,0.314,0.187,0.02,3.364,0.794,0.965
4,0.08,0.599,5.581,109.533,2.255,0.172,0.448,0.218,-0.038,0.076,0.115,-0.034,0.149,0.104,0.083,0.128,0.052,176.401,-0.027,910.624,0.028,-0.09,6873.655,2.071,0.184,0.455,2782.0,3416.698,1.429,4.095,0.055,0.894,0.365,0.322,0.971,0.487,0.168,0.363,0.477,0.602,0.545,1.0,0.775,0.387,0.318,0.151,0.022,1.495,0.808,0.969
4,0.097,0.502,6.844,97.563,2.049,-0.31,0.747,0.006,-0.069,-0.02,0.025,0.06,-0.101,-0.097,-0.119,-0.04,0.052,302.056,-0.24,1073.851,0.02,-0.119,5983.707,3.074,0.367,0.536,2891.616,3380.967,1.756,5.529,0.058,0.899,0.006,0.039,1.0,0.1,0.084,0.462,0.001,0.037,0.098,0.112,0.063,0.001,0.346,0.183,-0.192,2.691,0.824,0.962
4,0.071,0.662,5.102,170.061,2.677,-0.037,0.883,-0.073,0.027,-0.149,0.143,0.024,-0.036,-0.126,-0.086,0.088,0.054,83.64,-0.068,568.553,0.033,-0.306,3298.302,0.401,0.338,0.327,1585.396,2294.519,2.505,10.305,0.036,0.837,0.057,0.012,0.0,0.0,0.22,0.0,0.0,0.162,0.063,1.0,0.024,0.0,0.197,0.141,0.033,2.691,0.831,0.976
4,0.075,0.528,4.437,128.347,1.682,0.576,0.726,0.432,0.259,0.094,-0.108,0.102,0.128,-0.051,-0.037,-0.157,-0.209,216.486,0.079,1205.891,0.016,0.061,8086.727,5.045,0.27,0.554,3505.771,3692.054,1.004,2.922,0.058,0.907,0.797,0.603,0.167,0.202,0.104,0.511,0.001,0.538,0.858,0.518,1.0,0.176,0.383,0.154,-0.137,3.364,0.868,0.964
4,0.174,0.578,5.265,161.144,2.985,0.065,0.718,0.046,0.265,0.104,0.198,0.076,-0.129,-0.057,-0.173,-0.082,0.053,547.713,0.06,493.908,0.025,0.061,5176.906,4.076,0.514,0.335,2251.384,3465.479,1.975,5.929,0.048,0.853,0.105,0.518,1.0,0.109,0.343,0.899,0.025,0.158,0.374,0.838,0.413,0.125,0.323,0.14,0.12,2.691,0.867,0.969
4,0.176,0.498,5.042,179.787,2.79,-0.148,0.342,-0.011,0.029,0.039,0.065,-0.013,-0.129,0.029,-0.038,-0.035,0.038,1121.91,0.032,975.308,0.014,0.046,10949.108,3.687,0.589,0.482,3867.683,4714.44,1.179,2.924,0.065,0.902,0.006,0.039,0.574,0.168,0.052,0.025,0.0,0.043,0.02,1.0,0.64,0.01,0.233,0.127,0.145,3.364,0.879,0.967
4,0.187,0.557,4.724,134.032,1.672,0.566,0.88,-0.113,0.244,0.214,0.278,0.17,-0.049,-0.056,-0.111,-0.003,0.011,889.926,-0.01,916.985,0.017,-0.105,7055.72,2.94,0.077,0.526,3177.802,3694.109,1.432,4.343,0.052,0.891,0.163,0.119,0.098,0.106,0.059,0.074,0.039,1.0,0.052,0.184,0.287,0.101,0.269,0.157,0.111,3.364,0.819,0.962
4,0.14,0.573,4.47,113.6,1.997,-0.21,0.694,0.089,0.206,0.062,0.173,0.243,-0.036,-0.149,-0.049,-0.078,0.035,408.726,0.174,670.306,0.025,0.023,5572.768,2.539,0.317,0.449,2582.756,3499.528,1.917,6.165,0.067,0.872,0.076,0.033,0.036,0.046,0.119,0.156,0.003,0.107,0.137,1.0,0.304,0.14,0.277,0.144,0.061,3.364,0.811,0.969
4,0.086,0.475,5.343,151.748,2.24,-0.014,0.834,-0.021,0.345,0.266,0.31,0.155,-0.003,0.016,-0.041,-0.055,0.075,258.4,-0.0,396.386,0.017,-0.055,3738.555,4.744,0.258,0.335,1784.746,2760.565,2.446,9.504,0.056,0.832,0.0,0.019,0.0,0.048,0.405,0.007,0.0,0.009,0.099,1.0,0.094,0.033,0.195,0.11,0.007,0.641,0.848,0.965
